N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1796.0,대원전선우,2555.0,5.0,+0.20%,500.0
1797.0,KODEX 미국채울트라30년선물인버스(H),9560.0,115.0,-1.19%,0.0
1798.0,ARIRANG 단기채권액티브,107800.0,85.0,+0.08%,0.0
1799.0,KBSTAR 미국장기국채선물(H),9505.0,85.0,+0.90%,0.0
1800.0,깨끗한나라우,18170.0,70.0,+0.39%,1000.0
1801.0,크라운해태홀딩스우,11070.0,80.0,-0.72%,500.0
1802.0,HANARO 미국S&P500,9495.0,25.0,+0.26%,0.0
1803.0,ARIRANG 심천차이넥스트(합성),11070.0,115.0,+1.05%,0.0
1804.0,대신 S&P WTI원유 선물 ETN,6640.0,250.0,-3.63%,0.0
1805.0,TRUE 인버스 2X 유로스탁스50 ETN(H),2210.0,30.0,-1.34%,0.0
1806.0,HANARO Fn5G산업,11045.0,0.0,0.00%,0.0
1807.0,TIGER 200커뮤니케이션서비스,19430.0,440.0,+2.32%,0.0
1808.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,6605.0,135.0,+2.09%,0.0
1809.0,KODEX 모멘텀Plus,9435.0,30.0,-0.32%,0.0
1810.0,ACE 일본TOPIX인버스(합성 H),3880.0,0.0,0.00%,0.0
1811.0,하이트진로홀딩스우,13950.0,10.0,-0.07%,5000.0
1812.0,코리아써키트2우B,8370.0,140.0,+1.70%,500.0
1813.0,ACE Fn성장소비주도주,6545.0,55.0,+0.85%,0.0
1814.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,6520.0,130.0,+2.03%,0.0
1815.0,ACE 코스닥(합성),10865.0,160.0,+1.49%,0.0
1816.0,TIGER 모멘텀,21700.0,120.0,-0.55%,0.0
1817.0,HANARO 농업융복합산업,11835.0,20.0,+0.17%,0.0
1818.0,ARIRANG 코스피,26010.0,290.0,+1.13%,0.0
1819.0,KOSEF 차이나A50커넥트인버스MSCI(합성 H),8635.0,15.0,-0.17%,0.0
1820.0,삼성 항셍테크 ETN(H),6450.0,125.0,+1.98%,0.0
1821.0,KBSTAR 수출주,10715.0,55.0,+0.52%,0.0
1822.0,신한 인버스 2X Russell 2000 ETN,6420.0,290.0,-4.32%,0.0
1823.0,ARIRANG KS모멘텀가중TR,12655.0,120.0,+0.96%,0.0
1824.0,TIGER 차이나항셍25,14010.0,95.0,-0.67%,0.0
1825.0,ARIRANG K-유니콘투자기업액티브,10495.0,105.0,+1.01%,0.0
1826.0,MASTER 테크미디어텔레콤액티브,8300.0,120.0,+1.47%,0.0
1827.0,FOCUS 혁신기업액티브,7750.0,100.0,+1.31%,0.0
1828.0,HANARO 고배당,11220.0,20.0,+0.18%,0.0
1829.0,서울식품우,2750.0,15.0,+0.55%,100.0
1830.0,KBSTAR 유로스탁스50(H),11085.0,15.0,-0.14%,0.0
1831.0,KB 블룸버그 레버리지 천연가스선물 ETN(H),2430.0,480.0,-16.49%,0.0
1832.0,ACE 스마트하이베타,12140.0,170.0,+1.42%,0.0
1833.0,KODEX MSCI모멘텀,10105.0,5.0,+0.05%,0.0
1834.0,미래에셋 S&P 2X 천연가스 선물 ETN(H),2425.0,480.0,-16.52%,0.0
1835.0,HANARO 원자력iSelect,10040.0,0.0,0.00%,0.0
1836.0,ARIRANG 글로벌MSCI(합성 H),15445.0,10.0,+0.06%,0.0
1837.0,TRUE 인버스 2X HSCEI ETN(H),6015.0,25.0,+0.42%,0.0
1838.0,KBSTAR 200IT,13580.0,270.0,+2.03%,0.0
1839.0,KOSEF 릭소글로벌디지털경제MSCI,7430.0,105.0,+1.43%,0.0
1840.0,신한 인버스 2X S&P500 선물 ETN,2965.0,130.0,-4.20%,0.0
1841.0,KODEX 국채선물3년인버스,51970.0,80.0,-0.15%,0.0
1842.0,대신 인버스 철광석 선물 ETN(H) B,5910.0,105.0,+1.81%,0.0
1843.0,KB KOSPI 200 선물 ETN,8435.0,130.0,+1.57%,0.0
1844.0,TIGER 200커버드콜5%OTM,11770.0,120.0,+1.03%,0.0
1845.0,TIGER 200 산업재,6355.0,35.0,-0.55%,0.0
1846.0,SK네트웍스우,51300.0,500.0,+0.98%,2500.0
1847.0,SOL KRX기후변화솔루션,9675.0,150.0,+1.57%,0.0
1848.0,KBSTAR KRX기후변화솔루션,9650.0,155.0,+1.63%,0.0
1849.0,현대비앤지스틸우,52700.0,100.0,+0.19%,5000.0
1850.0,ACE 싱가포르리츠채권혼합모닝스타,9605.0,45.0,+0.47%,0.0
1851.0,메리츠 레버리지 KRX300 선물 ETN,5725.0,210.0,+3.81%,0.0
1852.0,ACE 베트남VN30선물블룸버그레버리지(H),9410.0,280.0,-2.89%,0.0
1853.0,KBSTAR 중소형고배당,11270.0,5.0,+0.04%,0.0
1854.0,노루홀딩스우,23050.0,150.0,+0.66%,500.0
1855.0,TIGER 코스피대형주,12445.0,145.0,+1.18%,0.0
1856.0,ARIRANG K리츠Fn,7975.0,40.0,+0.50%,0.0
1857.0,KODEX 국채선물10년인버스,51600.0,200.0,-0.39%,0.0
1858.0,ARIRANG 신흥국MSCI인버스(합성 H),10675.0,175.0,-1.61%,0.0
1859.0,HK S&P코리아로우볼,12305.0,0.0,0.00%,0.0
1860.0,ARIRANG KS로우볼가중TR,12185.0,65.0,+0.54%,0.0
1861.0,HK 베스트일레븐액티브,7830.0,135.0,+1.75%,0.0
1862.0,TIGER 200에너지화학레버리지,12175.0,125.0,+1.04%,0.0
1863.0,KODEX K-이노베이션액티브,9900.0,195.0,+2.01%,0.0
1864.0,KB KOSDAQ 150 선물 ETN,7770.0,255.0,+3.39%,0.0
1865.0,KBSTAR 200고배당커버드콜ATM,7740.0,45.0,-0.58%,0.0
1866.0,ACE 필리핀MSCI(합성),13500.0,110.0,-0.81%,0.0
1867.0,HANARO Fn조선해운,9810.0,70.0,-0.71%,0.0
1868.0,ACE 차세대가치주액티브,10760.0,30.0,-0.28%,0.0
1869.0,CJ씨푸드1우,26900.0,250.0,+0.94%,500.0
1870.0,SOL 한국형글로벌플랫폼&메타버스액티브,9600.0,320.0,+3.45%,0.0
1871.0,KOSEF 코스닥150선물인버스,9110.0,215.0,-2.31%,0.0
1872.0,KBSTAR 우량업종,10710.0,10.0,-0.09%,0.0
1873.0,삼성 KRX BBIG K-뉴딜 ETN,5335.0,115.0,+2.20%,0.0
1874.0,ARIRANG 스마트베타Quality채권혼합,10660.0,25.0,+0.24%,0.0
1875.0,HANARO KRX기후변화솔루션,9670.0,140.0,+1.47%,0.0
1876.0,TIGER 증권,4025.0,25.0,+0.63%,0.0
1877.0,KBSTAR 헬스케어,10625.0,160.0,+1.53%,0.0
1878.0,TIGER 라틴35,3790.0,55.0,-1.43%,0.0
1879.0,TIGER 200 경기소비재,14725.0,5.0,+0.03%,0.0
1880.0,ACE 국채선물10년인버스,105575.0,0.0,0.00%,0.0
1881.0,KBSTAR Fn창업투자회사,7320.0,165.0,+2.31%,0.0
1882.0,ARIRANG KS퀄리티가중TR,13145.0,160.0,+1.23%,0.0
1883.0,ACE 국채선물3년인버스,104455.0,0.0,0.00%,0.0
1884.0,유유제약2우B,15940.0,50.0,+0.31%,1000.0
1885.0,KOSEF 미국ETF산업STOXX,10295.0,40.0,+0.39%,0.0
1886.0,미래에셋 인버스 전기전자 Core5 ETN,2560.0,55.0,-2.10%,0.0
1887.0,TRUE 인버스 유로스탁스50 ETN(H) B,5105.0,40.0,-0.78%,0.0
1888.0,ACE Fn5G플러스,7225.0,140.0,+1.98%,0.0
1889.0,KODEX MSCI EM선물(H),8420.0,105.0,+1.26%,0.0
1890.0,히어로즈 리츠이지스액티브,7720.0,75.0,+0.98%,0.0
1891.0,ACE 차이나항셍테크,6270.0,55.0,+0.88%,0.0
1892.0,WOORI 미국S&P우주항공&디펜스,9950.0,30.0,+0.30%,0.0
1893.0,흥국화재우,6470.0,110.0,+1.73%,5000.0
1894.0,KBSTAR TDF2030액티브,9910.0,30.0,+0.30%,0.0
1895.0,KBSTAR TDF2040액티브,9870.0,70.0,+0.71%,0.0
1896.0,성문전자우,8220.0,50.0,+0.61%,500.0
1897.0,KODEX MSCI퀄리티,8210.0,90.0,+1.11%,0.0
1898.0,HANARO 글로벌백신치료제MSCI,9850.0,100.0,-1.01%,0.0
1899.0,KBSTAR TDF2050액티브,9815.0,15.0,+0.15%,0.0
1900.0,KOSEF 200선물인버스,6045.0,75.0,-1.23%,0.0
1901.0,TRUE 인버스 나스닥 100 ETN,4895.0,210.0,-4.11%,0.0
1902.0,HANARO Fn골프테마,6950.0,10.0,-0.14%,0.0
1903.0,HANARO 200선물인버스,10800.0,135.0,-1.23%,0.0
1904.0,ARIRANG 200동일가중,9710.0,25.0,+0.26%,0.0
1905.0,KBSTAR 미국장기국채선물레버리지(합성 H),8090.0,145.0,+1.83%,0.0
1906.0,KBSTAR 200중공업,9295.0,10.0,+0.11%,0.0
1907.0,TIGER 지주회사,9660.0,10.0,+0.10%,0.0
1908.0,KOSEF 코스닥150선물레버리지,3535.0,155.0,+4.59%,0.0
1909.0,ARIRANG 코스닥150선물인버스,7910.0,195.0,-2.41%,0.0
1910.0,MASTER 스마트커머스액티브,7905.0,80.0,+1.02%,0.0
1911.0,KBSTAR 200금융,8775.0,115.0,-1.29%,0.0
1912.0,SOL 차이나강소기업CSI500(합성 H),5255.0,5.0,-0.10%,0.0
1913.0,KODEX 멀티에셋하이인컴(H),9390.0,15.0,-0.16%,0.0
1914.0,WOORI 미국S&P500,9315.0,70.0,+0.76%,0.0
1915.0,TRUE 레버리지 HSCEI ETN(H),4655.0,15.0,+0.32%,0.0
1916.0,신한 인버스 2X 금 선물 ETN,4525.0,170.0,-3.62%,0.0
1917.0,TIGER 코스닥150IT,13290.0,325.0,+2.51%,0.0
1918.0,KBSTAR Fn플랫폼테마,8055.0,390.0,+5.09%,0.0
1919.0,KBSTAR Fn K-뉴딜디지털플러스,8990.0,190.0,+2.16%,0.0
1920.0,ARIRANG 글로벌D램반도체iSelect,11160.0,545.0,+5.13%,0.0
1921.0,KBSTAR 차이나H선물인버스(H),11095.0,15.0,+0.14%,0.0
1922.0,ARIRANG 글로벌희토류전략자원기업MV,8720.0,0.0,0.00%,0.0
1923.0,TIGER 200 생활소비재,9050.0,30.0,+0.33%,0.0
1924.0,마이티 200커버드콜ATM레버리지,7190.0,25.0,+0.35%,0.0
1925.0,진흥기업우B,4950.0,0.0,0.00%,500.0
1926.0,HK 하이볼액티브,7700.0,150.0,+1.99%,0.0
1927.0,ARIRANG 코스피중형주,10485.0,10.0,+0.10%,0.0
1928.0,미래에셋 인버스 원유선물혼합 ETN(H),4185.0,105.0,+2.57%,0.0
1929.0,TIGER 금속선물(H),6935.0,60.0,+0.87%,0.0
1930.0,ARIRANG 글로벌수소&차세대연료전지MV,8185.0,155.0,+1.93%,0.0
1931.0,동양2우B,13170.0,10.0,-0.08%,500.0
1932.0,삼성 레버리지 HSCEI ETN(H),4050.0,5.0,-0.12%,0.0
1933.0,진흥기업2우B,13590.0,380.0,+2.88%,500.0
1934.0,동양우,6400.0,90.0,-1.39%,500.0
1935.0,KODEX 퀄리티Plus,7900.0,0.0,0.00%,0.0
1936.0,QV 인버스 레버리지 S&P500 ETN,1950.0,85.0,-4.18%,0.0
1937.0,HANARO 미국메타버스iSelect,8455.0,225.0,+2.73%,0.0
1938.0,KBSTAR 팔라듐선물(H),9130.0,80.0,+0.88%,0.0
1939.0,TIGER KRX BBIG K-뉴딜레버리지,3470.0,135.0,+4.05%,0.0
1940.0,TIGER 방송통신,7855.0,40.0,+0.51%,0.0
1941.0,ARIRANG 국채선물3년,53010.0,45.0,+0.08%,0.0
1942.0,미래에셋 천연가스 선물 ETN(H),3590.0,325.0,-8.30%,0.0
1943.0,메리츠 천연가스 선물 ETN(H),3580.0,350.0,-8.91%,0.0
1944.0,HANARO 코스닥150선물레버리지,7150.0,355.0,+5.22%,0.0
1945.0,ACE 인버스,5770.0,70.0,-1.20%,0.0
1946.0,KBSTAR 코스닥150선물인버스,5250.0,140.0,-2.60%,0.0
1947.0,KODEX 골드선물인버스(H),6740.0,105.0,-1.53%,0.0
1948.0,ARIRANG 주도업종,8625.0,45.0,+0.52%,0.0
1949.0,KBSTAR 200경기소비재,9255.0,40.0,+0.43%,0.0
1950.0,KBSTAR 글로벌원자력iSelect,9845.0,75.0,+0.77%,0.0
1951.0,흥국화재2우B,19220.0,100.0,+0.52%,5000.0
1952.0,ARIRANG 탄소효율그린뉴딜,8080.0,55.0,+0.69%,0.0
1953.0,KBSTAR 미국장기국채선물인버스(H),9355.0,110.0,-1.16%,0.0
1954.0,ARIRANG 중형주저변동50,10550.0,45.0,-0.42%,0.0
1955.0,KB 레버리지 KRX BBIG K-뉴딜 ETN,2525.0,85.0,+3.48%,0.0
1956.0,KBSTAR 미국장기국채선물인버스2X(합성 H),8395.0,160.0,-1.87%,0.0
1957.0,삼성 레버리지 KRX BBIG K-뉴딜 ETN,2515.0,75.0,+3.07%,0.0
1958.0,신한 인버스 브렌트원유 선물 ETN(H),2500.0,20.0,+0.81%,0.0
1959.0,메리츠 블룸버그 2X 천연가스 선물 ETN(H),2420.0,490.0,-16.84%,0.0
1960.0,하나 블룸버그 2X 천연가스 선물 ETN(H),2415.0,490.0,-16.87%,0.0
1961.0,ARIRANG KRX300헬스케어,8415.0,125.0,+1.51%,0.0
1962.0,KBSTAR 200건설,11510.0,60.0,-0.52%,0.0
1963.0,KBSTAR 팔라듐선물인버스(H),4570.0,50.0,-1.08%,0.0
1964.0,ARIRANG ESG우수기업,8930.0,55.0,-0.61%,0.0
1965.0,ARIRANG 글로벌인공지능산업MV,8875.0,325.0,+3.80%,0.0
1966.0,ARIRANG 코스닥150,10915.0,265.0,+2.49%,0.0
1967.0,ARIRANG 미국대체투자Top10MV,10910.0,170.0,+1.58%,0.0
1968.0,ARIRANG TDF2060액티브,10180.0,145.0,+1.44%,0.0
1969.0,ARIRANG TDF2040액티브,10130.0,20.0,+0.20%,0.0
1970.0,KBSTAR 모멘텀로우볼,13920.0,80.0,+0.58%,0.0
1971.0,대신 S&P 2X 천연가스 선물 ETN,2060.0,430.0,-17.27%,0.0
1972.0,ARIRANG TDF2030액티브,10225.0,100.0,+0.99%,0.0
1973.0,KBSTAR 모멘텀밸류,13440.0,40.0,+0.30%,0.0
1974.0,KBSTAR 200철강소재,8330.0,20.0,-0.24%,0.0
1975.0,ARIRANG TDF2050액티브,9920.0,0.0,0.00%,0.0
1976.0,KBSTAR 200커뮤니케이션서비스,12165.0,290.0,+2.44%,0.0
1977.0,KBSTAR 200생활소비재,6845.0,30.0,+0.44%,0.0
1978.0,KBSTAR 200에너지화학,10835.0,55.0,+0.51%,0.0
1979.0,QV 블룸버그 2X 천연가스 선물 ETN(H),2370.0,440.0,-15.66%,0.0
1980.0,KBSTAR 200산업재,11540.0,25.0,-0.22%,0.0
1.0,삼성전자,63700.0,200.0,+0.31%,100.0,2796048.0,4266212.0,516339.0
2.0,LG에너지솔루션,534000.0,1000.0,+0.19%,500.0,178519.0,237641.0,7685.0
3.0,SK하이닉스,91800.0,1600.0,-1.71%,5000.0,429978.0,963865.0,124103.0
4.0,삼성바이오로직스,813000.0,1000.0,+0.12%,2500.0,15680.0,79700.0,5373.0
5.0,삼성SDI,714000.0,2000.0,-0.28%,5000.0,135532.0,258332.0,10676.0
6.0,LG화학,665000.0,11000.0,-1.63%,5000.0,426547.0,511353.0,50255.0
7.0,삼성전자우,56700.0,100.0,-0.18%,100.0,,,
8.0,현대차,173900.0,4000.0,+2.35%,5000.0,1176106.0,2339464.0,66789.0
9.0,NAVER,225000.0,13500.0,+6.38%,100.0,68176.0,336910.0,13255.0
10.0,카카오,67000.0,2500.0,+3.88%,100.0,61367.0,227796.0,5949.0
11.0,기아,71400.0,1700.0,+2.44%,5000.0,698624.0,668500.0,50657.0
12.0,POSCO홀딩스,301500.0,2000.0,-0.66%,5000.0,763323.0,914716.0,92381.0
13.0,셀트리온,168600.0,800.0,-0.47%,1000.0,19116.0,56741.0,7569.0
14.0,KB금융,56800.0,400.0,+0.71%,5000.0,589176.0,6638958.0,60976.0
15.0,삼성물산,113800.0,1500.0,-1.30%,100.0,344552.0,552454.0,11960.0
16.0,신한지주,41750.0,500.0,+1.21%,5000.0,286756.0,6481522.0,59521.0
17.0,현대모비스,209000.0,3000.0,+1.46%,5000.0,417022.0,514825.0,20401.0
18.0,포스코케미칼,223500.0,500.0,-0.22%,500.0,19895.0,39225.0,1217.0
19.0,LG전자,101200.0,300.0,+0.30%,5000.0,747216.0,534815.0,38638.0
20.0,SK이노베이션,172200.0,800.0,-0.46%,5000.0,468429.0,495574.0,17542.0
21.0,SK,199100.0,800.0,+0.40%,200.0,983250.0,1653809.0,49355.0
22.0,하나금융지주,48600.0,950.0,+1.99%,5000.0,416778.0,5024453.0,46311.0
23.0,카카오뱅크,28750.0,650.0,+2.31%,5000.0,10649.0,360401.0,2569.0
24.0,삼성생명,67000.0,1200.0,-1.76%,500.0,350791.0,3413826.0,17010.0
25.0,LG,80700.0,500.0,-0.62%,5000.0,68590.0,256698.0,24601.0
26.0,KT&G,92200.0,200.0,+0.22%,5000.0,52284.0,116373.0,13384.0
27.0,한국전력,19310.0,180.0,-0.92%,5000.0,605748.0,2111089.0,-58601.0
28.0,삼성전기,149300.0,0.0,0.00%,5000.0,96750.0,99414.0,14869.0
29.0,HMM,22500.0,100.0,+0.45%,5000.0,137941.0,178761.0,73775.0
30.0,LG생활건강,689000.0,3000.0,-0.43%,5000.0,80915.0,75552.0,12896.0
31.0,두산에너빌리티,16500.0,100.0,-0.60%,5000.0,112836.0,237205.0,8779.0
32.0,고려아연,530000.0,14000.0,-2.57%,5000.0,99768.0,99640.0,10961.0
33.0,엔씨소프트,468000.0,2000.0,+0.43%,500.0,23088.0,45819.0,3752.0
34.0,SK텔레콤,46500.0,200.0,+0.43%,100.0,167486.0,309113.0,13872.0
35.0,현대중공업,111500.0,300.0,+0.27%,5000.0,83113.0,150787.0,-8003.0
36.0,S-Oil,86800.0,1500.0,-1.70%,2500.0,274639.0,186932.0,21409.0
37.0,삼성에스디에스,124200.0,400.0,-0.32%,500.0,136300.0,105174.0,8081.0
38.0,삼성화재,202500.0,500.0,-0.25%,500.0,244443.0,949340.0,15069.0
39.0,우리금융지주,12580.0,30.0,+0.24%,5000.0,271910.0,4471839.0,36597.0
40.0,크래프톤,184300.0,2300.0,+1.26%,100.0,18863.0,56351.0,6396.0
41.0,KT,34150.0,550.0,-1.59%,5000.0,248980.0,371593.0,16718.0
42.0,한화솔루션,46100.0,500.0,-1.07%,5000.0,107252.0,200076.0,7383.0
43.0,대한항공,23800.0,200.0,-0.83%,5000.0,90168.0,266719.0,14180.0
44.0,카카오페이,65800.0,2600.0,+4.11%,500.0,4586.0,34327.0,-272.0
45.0,아모레퍼시픽,149100.0,1900.0,-1.26%,500.0,48631.0,61167.0,3434.0
46.0,기업은행,10110.0,30.0,+0.30%,5000.0,174917.0,3980719.0,32313.0
47.0,하이브,188900.0,1000.0,+0.53%,500.0,12559.0,47289.0,1902.0
48.0,LG이노텍,279500.0,2000.0,+0.72%,5000.0,149456.0,77414.0,12642.0
49.0,현대글로비스,166500.0,1000.0,+0.60%,500.0,217796.0,121709.0,11262.0
50.0,SK바이오사이언스,78500.0,700.0,-0.88%,500.0,9290.0,21101.0,4742.0
51.0,롯데케미칼,173800.0,5000.0,-2.80%,5000.0,181205.0,228700.0,15356.0
52.0,F&F,150000.0,2600.0,-1.70%,100.0,10892.0,11465.0,3227.0
53.0,메리츠화재,51600.0,0.0,0.00%,500.0,118614.0,276890.0,9076.0
54.0,한국조선해양,80200.0,800.0,+1.01%,5000.0,154934.0,272931.0,-13848.0
55.0,SK바이오팜,72400.0,700.0,-0.96%,500.0,4186.0,6437.0,950.0
56.0,KODEX 200,32910.0,55.0,+0.17%,0.0,,,
57.0,넷마블,63400.0,1200.0,+1.93%,100.0,25069.0,106638.0,1510.0
58.0,메리츠금융지주,42350.0,400.0,-0.94%,500.0,356499.0,820309.0,18006.0
59.0,CJ제일제당,347500.0,5000.0,+1.46%,5000.0,262892.0,268558.0,15244.0
60.0,한온시스템,9740.0,540.0,+5.87%,100.0,73514.0,82337.0,3258.0
61.0,TIGER CD금리투자KIS(합성),51865.0,5.0,+0.01%,0.0,,,
62.0,SK아이이테크놀로지,72100.0,1300.0,-1.77%,1000.0,6038.0,31845.0,892.0
63.0,SK스퀘어,36250.0,750.0,-2.03%,100.0,11464.0,226391.0,4198.0
64.0,삼성엔지니어링,26000.0,300.0,+1.17%,5000.0,74867.0,60587.0,5033.0
65.0,삼성중공업,5790.0,40.0,-0.69%,1000.0,66220.0,121386.0,-13120.0
66.0,LG디스플레이,14090.0,160.0,+1.15%,5000.0,298780.0,381545.0,22306.0
67.0,맥쿼리인프라,12120.0,10.0,-0.08%,0.0,,,
68.0,강원랜드,22900.0,50.0,+0.22%,500.0,7884.0,38273.0,-527.0
69.0,오리온,122500.0,2000.0,+1.66%,500.0,23555.0,31204.0,3729.0
70.0,LG유플러스,11040.0,30.0,+0.27%,5000.0,138511.0,193705.0,9790.0
71.0,HD현대,59600.0,900.0,-1.49%,1000.0,281587.0,358157.0,10854.0
72.0,한국항공우주,48000.0,250.0,-0.52%,5000.0,25623.0,58552.0,583.0
73.0,DB손해보험,64700.0,200.0,+0.31%,500.0,208806.0,647516.0,11084.0
74.0,한국타이어앤테크놀로지,36950.0,3550.0,+10.63%,500.0,71411.0,117039.0,6422.0
75.0,현대제철,33900.0,150.0,-0.44%,5000.0,228499.0,370423.0,24475.0
76.0,미래에셋증권,6930.0,20.0,-0.29%,5000.0,131448.0,1086418.0,14855.0
77.0,금호석유,145400.0,100.0,+0.07%,5000.0,84618.0,81157.0,24068.0
78.0,현대건설,37850.0,250.0,+0.66%,5000.0,180655.0,196373.0,7535.0
79.0,코웨이,55600.0,0.0,0.00%,500.0,36643.0,38006.0,6402.0
80.0,포스코인터내셔널,23150.0,150.0,-0.64%,5000.0,339489.0,107707.0,5854.0
81.0,메리츠증권,6620.0,30.0,+0.46%,1000.0,232474.0,541082.0,9489.0
82.0,유한양행,53000.0,400.0,-0.75%,1000.0,16878.0,24638.0,486.0
83.0,한화에어로스페이스,79800.0,700.0,-0.87%,5000.0,64151.0,110458.0,3830.0
84.0,GS,43050.0,700.0,-1.60%,5000.0,202401.0,311913.0,26403.0
85.0,SKC,98700.0,0.0,0.00%,5000.0,33961.0,61801.0,4647.0
86.0,삼성카드,30650.0,50.0,+0.16%,5000.0,35881.0,271442.0,7493.0
87.0,아모레G,42800.0,550.0,-1.27%,500.0,53261.0,80381.0,3562.0
88.0,한국금융지주,63000.0,300.0,+0.48%,5000.0,137861.0,820366.0,15210.0
89.0,두산밥캣,35000.0,100.0,-0.28%,500.0,58162.0,85809.0,5953.0
90.0,한미약품,267500.0,4500.0,-1.65%,2500.0,12032.0,19367.0,1254.0
91.0,롯데지주,31550.0,300.0,-0.94%,200.0,99249.0,199219.0,2164.0
92.0,BGF리테일,189000.0,1400.0,-0.74%,1000.0,67812.0,25964.0,1994.0
93.0,팬오션,6100.0,130.0,-2.09%,1000.0,46161.0,64888.0,5729.0
94.0,현대차2우B,88200.0,1400.0,+1.61%,5000.0,,,
95.0,현대오토에버,116300.0,1500.0,+1.31%,500.0,20704.0,23461.0,961.0
96.0,현대미포조선,79700.0,0.0,0.00%,5000.0,28872.0,38783.0,-2173.0
97.0,KODEX KOFR금리액티브(합성),102015.0,25.0,+0.02%,0.0,,,
98.0,호텔신라,80000.0,100.0,-0.12%,5000.0,37791.0,26564.0,1188.0
99.0,TIGER 차이나전기차SOLACTIVE,12550.0,255.0,-1.99%,0.0,,,
100.0,NH투자증권,9360.0,80.0,+0.86%,5000.0,107622.0,585420.0,12939.0
101.0,현대로템,28400.0,150.0,+0.53%,5000.0,28725.0,41072.0,802.0
102.0,에스디바이오센서,29200.0,100.0,-0.34%,500.0,29300.0,30051.0,13640.0
103.0,삼성증권,34000.0,200.0,-0.58%,5000.0,98095.0,657075.0,13087.0
104.0,한국가스공사,32450.0,150.0,-0.46%,5000.0,275208.0,436699.0,12397.0
105.0,일진머티리얼즈,64200.0,1400.0,-2.13%,500.0,6889.0,17536.0,699.0
106.0,GS리테일,28200.0,300.0,-1.05%,1000.0,97657.0,94560.0,2085.0
107.0,이마트,104900.0,1900.0,+1.84%,5000.0,249327.0,312421.0,3168.0
108.0,쌍용C&E,5730.0,10.0,-0.17%,100.0,16614.0,35648.0,2487.0
109.0,씨에스윈드,66000.0,600.0,-0.90%,500.0,12034.0,17739.0,1010.0
110.0,한진칼,40750.0,600.0,-1.45%,2500.0,3953.0,37547.0,-1952.0
111.0,현대해상,30200.0,250.0,+0.83%,500.0,188422.0,528180.0,6393.0
112.0,롯데쇼핑,93600.0,100.0,+0.11%,5000.0,155736.0,334265.0,2076.0
113.0,키움증권,100800.0,1100.0,-1.08%,5000.0,58662.0,453011.0,12089.0
114.0,한화시스템,13630.0,270.0,-1.94%,5000.0,20895.0,38943.0,1120.0
115.0,KODEX 종합채권(AA-이상)액티브,105320.0,330.0,+0.31%,0.0,,,
116.0,대우조선해양,23650.0,200.0,+0.85%,5000.0,44866.0,106232.0,-17547.0
117.0,한전기술,65200.0,400.0,-0.61%,200.0,4331.0,7055.0,101.0
118.0,KODEX 200선물인버스2X,2775.0,5.0,-0.18%,0.0,,,
119.0,CJ,82900.0,600.0,+0.73%,5000.0,344840.0,419560.0,18818.0
120.0,한솔케미칼,209000.0,1000.0,-0.48%,5000.0,7687.0,11972.0,1977.0
121.0,제일기획,20550.0,0.0,0.00%,200.0,33257.0,25421.0,2482.0
122.0,휠라홀딩스,38400.0,500.0,-1.29%,1000.0,37940.0,42889.0,4929.0
123.0,서울가스,461500.0,0.0,0.00%,5000.0,12778.0,16626.0,-49.0
124.0,LG화학우,299000.0,2500.0,-0.83%,5000.0,,,
125.0,동원산업,45250.0,400.0,-0.88%,1000.0,28022.0,30519.0,2607.0
126.0,BNK금융지주,6920.0,60.0,+0.87%,5000.0,55807.0,1282870.0,10920.0
127.0,신세계,228000.0,1000.0,+0.44%,5000.0,63164.0,136445.0,5174.0
128.0,OCI,94100.0,800.0,+0.86%,5000.0,32440.0,57041.0,6260.0
129.0,한화생명,2580.0,15.0,-0.58%,5000.0,271736.0,1635914.0,13520.0
130.0,두산퓨얼셀,34000.0,500.0,+1.49%,100.0,3814.0,6989.0,180.0
131.0,TIGER MSCI Korea TR,13645.0,0.0,0.00%,0.0,,,
132.0,에스원,58300.0,600.0,-1.02%,500.0,23125.0,19730.0,1797.0
133.0,한미사이언스,31250.0,450.0,-1.42%,500.0,9502.0,9499.0,589.0
134.0,현대차우,88700.0,1300.0,+1.49%,5000.0,,,
135.0,LS,66300.0,400.0,-0.60%,5000.0,130891.0,126259.0,5837.0
136.0,HL만도,45450.0,750.0,+1.68%,1000.0,61474.0,57044.0,2323.0
137.0,KCC,238500.0,1500.0,+0.63%,5000.0,58749.0,128789.0,3888.0
138.0,KODEX 200TR,11065.0,15.0,+0.14%,0.0,,,
139.0,CJ대한통운,91900.0,1500.0,+1.66%,5000.0,113437.0,89939.0,3439.0
140.0,한화,27950.0,150.0,+0.54%,5000.0,528361.0,2023664.0,29279.0
141.0,KODEX 레버리지,15825.0,55.0,+0.35%,0.0,,,
142.0,TIGER 미국나스닥100,69080.0,980.0,+1.44%,0.0,,,
143.0,동서,20600.0,0.0,0.00%,500.0,5353.0,15826.0,384.0
144.0,DB하이텍,46200.0,450.0,-0.96%,5000.0,12147.0,15499.0,3991.0
145.0,농심,330000.0,500.0,-0.15%,5000.0,26630.0,28999.0,1061.0
